player,pass_att,pass_cmp,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,fumble_lost,fpts,team,position,rec_att,rec_yds,rec_td
Colby Parkinson,,,,,,,,,0.0,53.0,SEA,TE,20.2,233.7,1.6
Tommy Tremble,,,,,,,,,0.0,51.2,CAR,TE,22.0,204.6,3.0
Josh Oliver,,,,,,,,,0.0,38.0,MIN,TE,26.0,270.0,3.0
Tucker Kraft,,,,,,,,,0.0,36.0,GB,TE,23.0,230.0,2.0
Darnell Washington,,,,,,,,,0.0,41.4,PIT,TE,20.0,255.8,1.0
Teagan Quitoriano,,,,,,,,,0.0,30.1,HOU,TE,21.0,255.0,2.0
Ian Thomas,,,,,,,,,0.0,29.3,CAR,TE,22.0,210.0,1.0
Lawrence Cager,,,,,,,,,0.0,38.7,NYG,TE,13.7,181.9,1.1
Jimmy Graham,,,,,,,,,0.0,77.9,NO,TE,29.3,343.8,2.4
Daniel Bellinger,,,,,,,,,0.0,45.9,NYG,TE,19.9,304.9,1.3
Brevin Jordan,,,,,,,,,0.0,37.8,HOU,TE,17.8,206.1,1.3
Elijah Higgins,,,,,,,,,0.0,25.2,ARI,TE,12.0,149.1,1.0
Blake Bell,,,,,,,,,0.0,26.8,KC,TE,16.4,165.5,2.0
Peyton Hendershot,,,,,,,,,0.0,34.2,DAL,TE,11.5,208.4,2.0
Connor Heyward,,,,,,,,,0.0,43.8,PIT,TE,16.4,179.6,1.3
Josh Whyle,,,,,,,,,0.0,28.8,TEN,TE,13.5,149.1,1.1
Ko Kieft,,,,,,,,,0.0,27.2,TB,TE,18.6,198.7,1.2
Brycen Hopkins,,,,,,,,,0.0,31.2,LAR,TE,11.3,156.0,1.1
Albert Okwuegbunam,,,,,,,,,0.0,37.4,PHI,TE,11.7,206.6,1.0
Hunter Long,,,,,,,,,0.0,30.1,LAR,TE,20.2,217.0,1.4
Ben Sims,,,,,,,,,0.0,10.0,GB,TE,11.0,106.0,1.0
Davis Allen,,,,,,,,,0.0,21.1,LAR,TE,29.0,199.0,1.0
Charlie Kolar,,,,,,,,,0.0,50.3,BAL,TE,19.6,229.2,1.3
John Bates,,,,,,,,,0.0,26.0,WAS,TE,15.0,149.9,1.0
Tre' McKitty,,,,,,,,,0.0,25.5,LAC,TE,14.0,152.1,1.0
Trevon Wesco,,,,,,,,,0.0,27.0,TEN,TE,16.8,186.1,1.4
James Mitchell,,,,,,,,,0.0,28.8,DET,TE,13.0,172.7,1.0
Payne Durham,,,,,,,,,0.0,23.4,TB,TE,20.0,177.0,1.0
Eric Saubert,,,,,,,,,0.0,25.7,MIA,TE,19.4,175.5,1.4
Will Mallory,,,,,,,,,0.0,21.6,IND,TE,10.0,125.4,1.0
Geoff Swaim,,,,,,,,,0.0,25.7,ARI,TE,21.0,173.2,1.4
Stephen Sullivan,,,,,,,,,0.0,14.4,CAR,TE,10.0,152.0,1.0
Tyler Kroft,,,,,,,,,0.0,19.5,MIA,TE,11.2,118.7,1.3
Ross Dwelley,,,,,,,,,0.0,20.4,SF,TE,8.4,157.0,2.0
Zack Kuntz,,,,,,,,,0.1,19.8,NYJ,TE,0.0,114.0,0.3
Jack Stoll,,,,,,,,,0.0,23.8,PHI,TE,21.0,207.0,1.0
Jeremy Ruckert,,,,,,,,,0.0,30.6,NYJ,TE,12.0,184.7,1.0
Drew Sample,,,,,,,,,0.0,22.1,CIN,TE,13.0,117.8,1.0
Marcedes Lewis,,,,,,,,,0.0,16.0,CHI,TE,8.0,86.0,2.0
Tanner Hudson,,,,,,,,,0.0,29.5,CIN,TE,11.8,119.4,1.0
Cole Turner,,,,,,,,,0.0,39.6,WAS,TE,9.0,245.0,0.5
Quintin Morris,,,,,,,,,0.0,21.6,BUF,TE,11.0,125.4,1.0
Jody Fortson,,,,,,,,,0.0,21.1,KC,TE,7.7,154.2,0.8
Johnny Mundt,,,,,,,,,0.0,20.4,MIN,TE,10.0,128.2,1.0
Chris Manhertz,,,,,,,,,0.0,20.4,DEN,TE,10.0,125.8,1.0
Reggie Gilliam,,,,,,,,,0.0,10.0,BUF,TE,13.0,110.0,1.0
Mitchell Wilcox,,,,,,,,,0.0,15.3,CIN,TE,8.3,93.7,0.7
Luke Farrell,,,,,,,,,0.0,18.7,JAC,TE,12.0,122.0,1.0
Giovanni Ricci,,,,,,,,,0.0,18.0,CAR,TE,10.0,129.0,0.4
Stone Smartt,,,,,,,,,0.0,12.7,LAC,TE,14.0,110.0,1.0
Jesper Horsted,,,,,,,,,0.0,16.2,LV,TE,11.0,101.0,1.0
Andrew Beck,,,,,,,,,0.0,21.4,HOU,TE,7.8,85.5,0.6
John FitzPatrick,,,,,,,,,0.0,14.0,ATL,TE,8.0,80.0,1.0
Grant Calcaterra,,,,,,,,,0.0,25.2,PHI,TE,3.5,149.1,0.4
Kaden Smith,,,,,,,,,0.0,8.3,WAS,TE,6.3,57.9,0.5
Brayden Willis,,,,,,,,,0.0,10.0,SF,TE,10.0,109.0,1.0
MyCole Pruitt,,,,,,,,,0.0,17.0,ATL,TE,3.2,80.7,0.7
Curtis Hodges,,,,,,,,,0.0,10.0,WAS,TE,10.0,97.0,1.0
Charlie Woerner,,,,,,,,,0.0,15.5,SF,TE,7.3,79.8,0.4
Julian Hill,,,,,,,,,0.0,10.8,MIA,TE,0.0,57.1,0.3
Cameron Latu,,,,,,,,,0.0,14.4,SF,TE,4.2,79.8,0.3
Matt Sokol,,,,,,,,,0.0,10.5,NE,TE,7.4,76.7,0.5
Armani Rogers,,,,,,,,,0.0,9.6,WAS,TE,7.4,68.1,0.5
Tyler Davis,,,,,,,,,0.0,11.1,GB,TE,7.6,76.2,0.6
Andrew Ogletree,,,,,,,,,0.0,10.0,IND,TE,10.0,88.0,1.0
Nick Vannett,,,,,,,,,0.0,8.8,LAC,TE,2.3,42.0,0.4
Shane Zylstra,,,,,,,,,0.0,9.0,DET,TE,3.9,46.1,0.4
David Wells,,,,,,,,,0.0,9.5,TB,TE,3.3,33.0,0.4
Kenny Yeboah,,,,,,,,,0.0,7.2,NYJ,TE,0.0,35.0,0.3
Tommy Sweeney,,,,,,,,,0.0,7.2,NYG,TE,3.7,35.0,0.3
Tanner Taula,,,,,,,,,0.0,5.4,TB,TE,0.0,24.2,0.3
Nate Adkins,,,,,,,,,0.0,5.4,DEN,TE,0.0,24.2,0.3
Feleipe Franks,,,,,,,,,0.0,4.3,ATL,TE,3.1,28.9,0.2
Pharaoh Brown,,,,,,,,,0.1,6.8,NE,TE,0.0,43.3,0.0
Parker Hesse,,,,,,,,,0.0,8.0,ATL,TE,2.9,28.1,0.4
Tyree Jackson,,,,,,,,,0.0,5.4,NYG,TE,1.2,24.2,0.3
Sean McKeon,,,,,,,,,0.0,5.4,DAL,TE,1.1,24.2,0.3
Kevin Rader,,,,,,,,,0.0,5.4,TEN,TE,0.8,24.2,0.3
Tyler Mabry,,,,,,,,,0.0,5.4,SEA,TE,0.8,24.2,0.3
Ben Mason,,,,,,,,,0.0,0.6,BAL,TE,0.3,2.0,0.0
